City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
218,Borgarnes,IS,64.5383,-21.9206,35.65,65,98,12.08,overcast clouds
219,Port Elizabeth,ZA,-33.918,25.5701,55.31,89,0,3.44,clear sky
220,Chulman,RU,56.8479,124.9104,34.84,88,100,9.51,light snow
221,Hambantota,LK,6.1241,81.1185,79.14,100,20,4.61,few clouds
222,Maningrida,AU,-12.0667,134.2667,88.65,46,92,12.15,overcast clouds
223,Ulaangom,MN,49.9811,92.0667,64.29,15,88,3.42,overcast clouds
224,Hilo,US,19.7297,-155.09,78.28,97,100,4.61,heavy intensity rain
225,Pichayevo,RU,53.2363,42.2032,37.18,64,100,5.41,overcast clouds
226,Havelock,US,34.8791,-76.9013,70.95,86,0,8.05,clear sky
227,Sarkand,KZ,45.41,79.9186,76.35,27,99,4.45,overcast clouds
228,Saldanha,ZA,-33.0117,17.9442,55.45,64,100,7.38,overcast clouds
229,Missoula,US,47.0166,-113.8009,52.2,50,79,1.79,broken clouds
230,Ascension,US,30.2169,-90.9001,76.1,86,0,4.61,clear sky
231,Oskaloosa,US,41.2964,-92.6444,51.82,66,100,16.11,overcast clouds
232,Fairbanks,US,64.8378,-147.7164,55.09,35,20,3.44,few clouds
233,Moskovskiy,RU,55.5991,37.355,43.7,62,0,4.47,clear sky
234,Basco,PH,20.4487,121.9702,79.23,81,100,23.11,overcast clouds
235,San Policarpo,PH,12.1791,125.5072,83.35,70,98,8.57,overcast clouds
236,Butaritari,KI,3.0707,172.7902,81.55,78,71,12.24,light rain
237,Burgeo,CA,47.6167,-57.6152,37.69,89,100,11.65,overcast clouds
238,Maniitsoq,GL,65.4167,-52.9,23.81,81,88,7.52,overcast clouds
239,Salalah,OM,17.0151,54.0924,84.29,84,75,4.61,broken clouds
240,Jalu,LY,29.0331,21.5482,73.2,48,97,20.8,overcast clouds
241,Trat,TH,12.5,102.5,83.88,78,100,3.58,overcast clouds
242,Kemi,FI,65.8596,24.8228,37.17,87,0,10.36,clear sky
243,Constitucion,CL,-35.3333,-72.4167,52.27,75,3,7.09,clear sky
244,Kostrzyn,PL,52.3985,17.2281,49.98,64,100,5.01,overcast clouds
245,Mildura,AU,-34.2,142.15,70.07,55,0,4.61,clear sky
246,Anchorage,US,61.2181,-149.9003,56.28,44,0,15.01,clear sky
247,Fillan,NO,63.6064,8.9696,44.04,88,100,33.49,light rain
248,Orocue,CO,4.7912,-71.3354,77.7,77,13,0.67,few clouds
249,Galle,LK,6.0367,80.217,82.78,82,100,13.49,overcast clouds
250,Souillac,MU,-20.5167,57.5167,73.78,88,20,2.3,few clouds
251,Road Town,VG,18.4167,-64.6167,78.89,94,20,12.66,few clouds
252,Utica,US,43.1009,-75.2327,59.11,71,100,6.58,overcast clouds
253,Norman Wells,CA,65.282,-126.8329,53.64,37,40,24.16,scattered clouds
254,Quibor,VE,9.9287,-69.6201,73.0,80,32,7.25,scattered clouds
255,Vao,NC,-22.6667,167.4833,75.22,86,12,19.37,few clouds
256,Ananas,HT,19.2466,-71.9557,67.84,88,100,7.38,overcast clouds
257,Dudinka,RU,69.4058,86.1778,20.62,95,100,12.06,overcast clouds
258,Grand Gaube,MU,-20.0064,57.6608,73.8,78,5,1.01,clear sky
259,Broome,US,42.2506,-75.833,56.07,67,100,10.36,overcast clouds
260,Yoichi,JP,43.2039,140.7703,45.28,74,70,14.34,light rain
261,Sotouboua,TG,8.5667,0.9833,75.27,80,100,3.56,overcast clouds
262,Yellowknife,CA,62.456,-114.3525,45.12,45,0,11.99,clear sky
263,Saint Stephen,GB,50.3333,-4.9,48.47,100,75,3.44,broken clouds
264,Marsh Harbour,BS,26.5412,-77.0636,74.23,78,20,17.83,few clouds
265,Tuktoyaktuk,CA,69.4541,-133.0374,37.4,75,75,11.5,broken clouds
266,Avera,US,33.194,-82.5271,71.55,74,5,7.0,clear sky
267,Kashan,IR,33.9831,51.4364,60.39,67,75,4.61,broken clouds
268,Kirakira,SB,-10.4544,161.9205,83.57,75,100,9.01,heavy intensity rain
269,Say,NE,13.1007,2.3689,90.16,16,53,5.48,broken clouds
270,Vanimo,PG,-2.6741,141.3028,80.44,87,100,3.27,overcast clouds
271,Turukhansk,RU,65.8167,87.9833,29.03,89,52,11.79,broken clouds
272,Yerbogachen,RU,61.2767,108.0108,31.01,52,6,2.55,clear sky
273,Rabo De Peixe,PT,37.8,-25.5833,64.27,74,75,5.75,broken clouds
274,Juan Lacaze,UY,-34.4342,-57.4381,50.11,66,13,7.67,few clouds
275,Namtsy,RU,62.7161,129.6658,40.1,76,100,14.58,light rain
276,Biak,ID,-0.9131,122.8766,83.66,69,10,5.88,clear sky
277,Kaitangata,NZ,-46.2817,169.8464,63.01,56,36,3.6,scattered clouds
278,Paranapanema,BR,-23.3886,-48.7228,67.26,84,96,0.81,overcast clouds
279,Mragowo,PL,53.8644,21.3051,42.8,93,19,3.96,few clouds
280,Colares,PT,38.7992,-9.4469,59.29,71,4,24.0,clear sky
281,Kruisfontein,ZA,-34.0033,24.7314,48.88,87,0,4.38,clear sky
282,Beecher,US,43.09,-83.6944,53.85,89,100,11.5,overcast clouds
283,Paravola,GR,38.6167,21.5167,60.96,87,100,7.25,overcast clouds
284,Yulara,AU,-25.2406,130.9889,67.84,42,40,10.36,scattered clouds
285,Yumen,CN,40.2833,97.2,59.56,11,17,3.83,few clouds
286,Chhatapur,IN,26.2167,87.0167,82.06,59,30,17.25,scattered clouds
287,Smithers,CA,54.7804,-127.1743,50.32,57,100,8.05,light rain
288,Lasa,IT,46.6166,10.7002,49.08,90,44,3.18,scattered clouds
289,Sibu,MY,2.3,111.8167,75.51,94,40,1.14,scattered clouds
290,Nizhnyaya Tavda,RU,57.6731,66.1725,33.94,76,100,15.17,overcast clouds
291,Ponta Delgada,PT,37.7333,-25.6667,65.5,77,75,5.75,broken clouds
292,Saint George,US,37.1041,-113.5841,72.19,20,0,17.27,clear sky
293,Agua Prieta,MX,31.3,-109.5667,77.0,13,0,17.43,clear sky
